UserID,Timestamp,Campus,Faculty,Department,Role,EducationLevel,TransactionType,Message/Prompt,AI_Response,TokenUsed,ProcessingTime,AppUsed,Status,IsCopied,IsShared,IsSaved,Tags,Sentiment,_IsCopied,_IsShared,_IsSaved
6847280909,2026-04-20 06:18:53.656157,Sriracha,Business Administration,Finance,Student,ป.โท,Usage,Choice later term go which common. Investment Analysis,AI Response: Blue fine forget analysis southern discover morning although almost executive each eye.,1157,7.664827922477938,Gemini DeepResearch v1,Success,[False],[True],[False],"Corporate Finance, Investment Analysis",Negative,False,True,False
6648822575,2026-04-20 09:03:37.656157,Bangkhen,Business Administration,Accounting,Student,ป.ตรี,Top-up,Top-up,Top-up Success,1581,0.0,,Success,False,False,False,,Neutral,False,False,False
6725363061,2026-04-20 09:25:08.656157,Bangkhen,Science,Chemistry,Faculty,อาจารย์ / บุคลากร,Usage,Which rule left prove network imagine two. Organic Chemistry,AI Response: Travel into issue participant seek head start less last prevent.,265,1.4754682909013508,Gemini DeepResearch v1,Success,[False],[False],[True],Physical Chemistry,Neutral,False,False,True
6611180652,2026-04-20 10:05:27.656157,Bangkhen,Business Administration,Marketing,Student,ป.ตรี,Usage,Produce star during much woman service. Brand Management,AI Response: Exactly game forget ahead despite break finally.,589,2.154951319543044,KIN Perplexity Chatflow,Success,[True],[False],[False],"Digital Marketing, Brand Management",Positive,True,False,False
6968655172,2026-04-20 10:14:35.656157,Sriracha,Business Administration,Accounting,Student,ป.ตรี,Top-up,Top-up,Top-up Success,1300,0.0,,Success,False,False,False,,Neutral,False,False,False
6750790715,2026-04-20 10:36:24.656157,Bangkhen,Engineering,Computer Science,Student,ป.ตรี,Usage,Conference various here carry. Python Programming,AI Response: Describe defense material until with common source idea woman business state yeah professor.,914,5.358069587673524,KIN Perplexity Chatflow,Success,[True],[False],[False],"Algorithms, Python Programming",Neutral,True,False,False
6926274344,2026-04-20 11:13:47.656157,Bangkhen,Engineering,Mechanical Engineering,Faculty,อาจารย์ / บุคลากร,Usage,Exactly light much character alone some. Thermodynamics,Error: AI processing failed.,10,7.609550371166962,KIN Perplexity Chatflow,Failed,False,False,False,Machine Design,Positive,False,False,False
6739535576,2026-04-20 11:18:56.656157,Sriracha,Science,Chemistry,Student,ป.เอก,Usage,Central report job find everything. Organic Chemistry,AI Response: Article reach will summer foot soon suddenly college.,1221,5.220025898151098,KIN Perplexity Chatflow,Success,[True],[False],[True],Organic Chemistry,Neutral,True,False,True
6760972819,2026-04-20 12:04:35.656157,Kamphaeng Saen,Business Administration,Marketing,Student,ป.ตรี,Usage,Build indeed Democrat grow edge. Brand Management,AI Response: Where listen difficult rest level look arm team provide leave fly woman.,673,9.028659428884598,ChatGPT Chatflow for Education,Success,[False],[False],[True],"Consumer Behavior, Digital Marketing",Neutral,False,False,True
6654305132,2026-04-20 13:21:13.656157,Kamphaeng Saen,Science,Physics,Student,ป.ตรี,Usage,Smile practice record despite majority billion artist they. Classical Mechanics,AI Response: Nice rather radio Mrs task place water today late benefit oil difficult agree effect rich relationship.,1175,9.562760996061035,KIN Perplexity Chatflow,Success,[False],[False],[False],"Classical Mechanics, Electromagnetism",Positive,False,False,False
6821611402,2026-04-20 17:55:25.656157,Sriracha,Science,Mathematics,Student,ป.ตรี,Usage,Couple oil important help. Statistics,AI Response: Position town wait sport training why prepare significant six process war message week total best that.,1333,3.936903580905807,Gemini DeepResearch v1,Success,[False],[False],[False],Linear Algebra,Positive,False,False,False
6957532714,2026-04-20 18:05:30.656157,Bangkhen,Engineering,Mechanical Engineering,Student,ป.ตรี,Usage,Reach Mrs response consumer around ask thought weight. Fluid Mechanics,AI Response: Past yard eye student brother physical attorney two history number service individual two gas.,1356,6.266965907977947,ChatGPT Chatflow for Education,Success,[False],[False],[False],"Fluid Mechanics, Machine Design, Thermodynamics",Neutral,False,False,False
6659592930,2026-04-20 18:05:54.656157,Bangkhen,Business Administration,Marketing,Student,ป.ตรี,Usage,Involve behavior for crime week manage during already. Digital Marketing,AI Response: Office front measure low employee attack source bit it interest term success while single read.,1059,8.389637603571172,ChatGPT Chatflow for Education,Success,[True],[False],[False],Digital Marketing,Neutral,True,False,False
6838586147,2026-04-20 20:04:54.656157,Bangkhen,Science,Physics,Faculty,อาจารย์ / บุคลากร,Usage,Against catch second save lead personal. Classical Mechanics,AI Response: Suddenly need think under strong consider professor establish open him per together beautiful.,1828,2.9790674741635974,ChatGPT Chatflow for Education,Success,[False],[False],[True],Classical Mechanics,Neutral,False,False,True
6741482863,2026-04-20 20:28:58.656157,Bangkhen,Engineering,Mechanical Engineering,Student,ป.ตรี,Usage,Hour professor economy book record institution. Fluid Mechanics,AI Response: Network north able night full player lot.,730,8.279552634441181,Gemini DeepResearch v1,Success,[True],[False],[False],"Machine Design, Fluid Mechanics",Neutral,True,False,False
6793497079,2026-04-20 20:59:14.656157,Kamphaeng Saen,Engineering,Civil Engineering,Student,ป.ตรี,Usage,Phone hundred miss any house simple fish. Structural Analysis,AI Response: Ready cut computer maintain always when two baby customer nature memory move.,1538,9.752314702009516,Gemini DeepResearch v1,Success,[False],[False],[True],Structural Analysis,Neutral,False,False,True
6919437126,2026-04-20 21:13:49.656157,Bangkhen,Business Administration,Finance,Student,ป.เอก,Usage,People professor source nature long head activity. Risk Management,AI Response: Source know pressure stay send store PM protect.,1574,0.5105293380706591,ChatGPT Chatflow for Education,Success,[False],[True],[False],Investment Analysis,Negative,False,True,False
6672958567,2026-04-20 21:48:42.656157,Kamphaeng Saen,Business Administration,Finance,Student,ป.ตรี,Usage,Last bar well exactly central kitchen son. Investment Analysis,AI Response: Girl back chance quite across official fine front develop or.,881,0.7551279750149305,ChatGPT Chatflow for Education,Success,[True],[False],[False],Corporate Finance,Neutral,True,False,False
6818112178,2026-04-20 22:26:24.656157,Bangkhen,Science,Mathematics,Faculty,อาจารย์ / บุคลากร,Usage,What mouth cost positive. Calculus,AI Response: His relationship focus suddenly listen put coach approach reveal figure tonight our.,1169,4.806084442270182,KIN Perplexity Chatflow,Success,[True],[False],[False],Calculus,Positive,True,False,False
6991071921,2026-04-20 23:04:57.656157,Kamphaeng Saen,Science,Mathematics,Student,ป.โท,Usage,Shake staff responsibility anyone improve. Statistics,AI Response: Might account magazine especially cultural player most senior trial trial and fund inside water staff these.,1132,8.693066213489907,Gemini DeepResearch v1,Success,[False],[False],[True],"Linear Algebra, Statistics, Calculus",Neutral,False,False,True
6968458570,2026-04-20 23:17:12.656157,Bangkhen,Science,Mathematics,Student,ป.เอก,Usage,Rather health wall admit. Linear Algebra,AI Response: Glass teach then miss green suffer training son including would wear.,750,7.286887600999657,Gemini DeepResearch v1,Success,[False],[False],[False],Statistics,Neutral,False,False,False
6941427906,2026-04-20 23:20:04.656157,Bangkhen,Business Administration,Marketing,Student,ป.ตรี,Usage,Course Democrat grow before wind most real. Digital Marketing,AI Response: Mr year mean want result none challenge message.,688,5.705383150707815,KIN Perplexity Chatflow,Success,[False],[False],[False],"Digital Marketing, Brand Management",Positive,False,False,False
6860046030,2026-04-20 23:32:28.656157,Bangkhen,Business Administration,Accounting,Staff,อาจารย์ / บุคลากร,Usage,Return fear position yeah. Financial Accounting,AI Response: Lot thousand citizen trial now here available source tax.,82,1.67433696290899,KIN Perplexity Chatflow,Success,[False],[False],[False],Financial Accounting,Neutral,False,False,False
6922228082,2026-04-20 23:35:23.656157,Sriracha,Business Administration,Accounting,Student,ป.ตรี,Usage,Billion institution word role. Financial Accounting,AI Response: Force culture meeting share really fall time notice mouth reveal tough me statement item agency position.,1103,4.282237735377901,KIN Perplexity Chatflow,Success,[False],[True],[True],Managerial Accounting,Neutral,False,True,True
6914496363,2026-04-20 23:36:59.656157,Kamphaeng Saen,Business Administration,Accounting,Student,ป.โท,Usage,Later herself subject. Financial Accounting,AI Response: Whole cost prevent your relationship happen sort why begin rise energy section never believe become.,1058,4.212118482217425,ChatGPT Chatflow for Education,Success,[False],[False],[False],"Managerial Accounting, Financial Accounting",Negative,False,False,False
6615155611,2026-04-21 00:13:20.656157,Sriracha,Science,Chemistry,Student,ป.ตรี,Usage,Color health thought nor. Physical Chemistry,AI Response: Executive ground task happen society establish prevent.,1526,5.4897279602327735,ChatGPT Chatflow for Education,Success,[False],[False],[False],"Inorganic Chemistry, Organic Chemistry",Neutral,False,False,False
6731444842,2026-04-21 00:55:46.656157,Bangkhen,Business Administration,Marketing,Staff,อาจารย์ / บุคลากร,Top-up,Top-up,Top-up Success,3526,0.0,,Success,False,False,False,,Neutral,False,False,False
6916236656,2026-04-21 02:33:51.656157,Bangkhen,Science,Chemistry,Faculty,อาจารย์ / บุคลากร,Usage,Also two dark tend record forward catch different. Physical Chemistry,AI Response: Bar environmental production later gun director pressure responsibility high.,1814,5.609062037275114,KIN Perplexity Chatflow,Success,[True],[False],[False],Inorganic Chemistry,Negative,True,False,False
6768999694,2026-04-21 03:52:40.656157,Sriracha,Engineering,Mechanical Engineering,Student,ป.เอก,Usage,Positive young how lot beat across direction. Thermodynamics,AI Response: Store general we bill black well wonder list meet data others huge I will.,455,0.7210891449031429,ChatGPT Chatflow for Education,Success,[False],[True],[False],"Thermodynamics, Fluid Mechanics, Machine Design",Positive,False,True,False
6957844855,2026-04-21 04:02:49.656157,Kamphaeng Saen,Business Administration,Finance,Faculty,อาจารย์ / บุคลากร,Usage,Guess interest many art rule police. Investment Analysis,Error: AI processing failed.,10,3.0710232898083176,Gemini DeepResearch v1,Failed,False,False,False,"Investment Analysis, Risk Management, Corporate Finance",Positive,False,False,False
6823776391,2026-04-21 04:28:27.656157,Sriracha,Business Administration,Accounting,Staff,อาจารย์ / บุคลากร,Usage,Prepare strategy too. Financial Accounting,AI Response: Allow concern fly personal form wrong relate provide partner threat seven under nearly without magazine toward.,417,6.1083816453561255,ChatGPT Chatflow for Education,Success,[False],[False],[True],"Taxation, Financial Accounting",Neutral,False,False,True
6684871995,2026-04-21 06:26:56.656157,Bangkhen,Business Administration,Accounting,Student,ป.ตรี,Usage,Remember you participant such decide weight road. Financial Accounting,AI Response: Face start fly fast sometimes professional save.,147,1.688464069350417,Gemini DeepResearch v1,Success,[False],[True],[True],"Financial Accounting, Managerial Accounting",Neutral,False,True,True
6824155085,2026-04-21 06:42:26.656157,Kamphaeng Saen,Engineering,Civil Engineering,Student,ป.ตรี,Usage,Up TV car grow. Structural Analysis,AI Response: Prepare none force eight early score seat machine member present threat call analysis.,570,2.347694918165756,Gemini DeepResearch v1,Success,[True],[False],[False],Transportation Engineering,Neutral,True,False,False
6764153685,2026-04-21 07:50:26.656157,Bangkhen,Science,Physics,Staff,อาจารย์ / บุคลากร,Usage,Order care which tonight. Electromagnetism,AI Response: North moment lead reveal establish stock worry movement conference gun parent science all.,1685,6.168989462627568,Gemini DeepResearch v1,Success,[True],[False],[True],"Classical Mechanics, Electromagnetism",Neutral,True,False,True
6787151628,2026-04-21 08:07:20.656157,Kamphaeng Saen,Business Administration,Marketing,Student,ป.ตรี,Usage,Decide throw statement someone town quickly. Brand Management,AI Response: Arrive say statement bank professor short town cause fish head perhaps again.,70,9.617508922172105,ChatGPT Chatflow for Education,Success,[True],[False],[True],"Digital Marketing, Brand Management",Positive,True,False,True
6968405215,2026-04-21 08:24:41.656157,Bangkhen,Engineering,Computer Science,Student,ป.โท,Usage,Yourself drive give which yet forget can. Data Structures,AI Response: Effort wish trouble nature fly to from explain evidence guess able new.,74,8.559736780674658,ChatGPT Chatflow for Education,Success,[False],[False],[True],"Algorithms, Data Structures",Neutral,False,False,True
6890905808,2026-04-21 08:36:04.656157,Bangkhen,Engineering,Mechanical Engineering,Faculty,อาจารย์ / บุคลากร,Usage,Get road necessary let meet fast. Machine Design,AI Response: Adult always commercial act others ten most toward public.,1541,9.348590121823994,KIN Perplexity Chatflow,Success,[False],[False],[False],"Machine Design, Thermodynamics, Fluid Mechanics",Positive,False,False,False
6744094950,2026-04-21 08:41:58.656157,Bangkhen,Business Administration,Accounting,Student,ป.โท,Usage,Per number mind choice far end health else. Financial Accounting,AI Response: Yard management day method modern off around yes wife before now reflect plant.,846,4.306181907146232,Gemini DeepResearch v1,Success,[False],[False],[False],"Taxation, Financial Accounting, Managerial Accounting",Positive,False,False,False
6886561156,2026-04-21 09:34:52.656157,Sriracha,Business Administration,Marketing,Student,ป.โท,Usage,High question strong role mouth easy. Digital Marketing,AI Response: Stand each PM nature interesting give crime act month.,266,5.535174894313023,KIN Perplexity Chatflow,Success,[False],[False],[True],"Digital Marketing, Brand Management, Consumer Behavior",Positive,False,False,True
6969518923,2026-04-21 09:41:17.656157,Kamphaeng Saen,Science,Physics,Lecturer,อาจารย์ / บุคลากร,Usage,Her five land happy return floor. Classical Mechanics,AI Response: Base point player loss remain that economic campaign.,1759,4.566867997350545,KIN Perplexity Chatflow,Success,[False],[True],[False],"Quantum Physics, Classical Mechanics, Electromagnetism",Positive,False,True,False
6674206609,2026-04-21 09:47:14.656157,Bangkhen,Business Administration,Marketing,Student,ป.ตรี,Usage,Foot new energy admit professor brother in. Brand Management,AI Response: Nice college race fast test president news trial above science.,1522,2.322608759665427,Gemini DeepResearch v1,Success,[False],[False],[False],Brand Management,Positive,False,False,False
6949918256,2026-04-21 09:53:22.656157,Bangkhen,Science,Chemistry,Lecturer,อาจารย์ / บุคลากร,Usage,Relate seem skill. Organic Chemistry,AI Response: Simply report site it kid window none marriage loss toward success best contain.,1527,9.074526258509408,ChatGPT Chatflow for Education,Success,[False],[False],[True],"Physical Chemistry, Organic Chemistry, Inorganic Chemistry",Neutral,False,False,True
6826682888,2026-04-21 10:43:51.656157,Sriracha,Business Administration,Marketing,Student,ป.ตรี,Top-up,Top-up,Top-up Success,3182,0.0,,Success,False,False,False,,Neutral,False,False,False
6783625677,2026-04-21 11:25:19.656157,Kamphaeng Saen,Business Administration,Finance,Student,ป.ตรี,Usage,Act news pattern toward central. Risk Management,AI Response: Brother environment how he save even free development recent stay beautiful about most.,1479,1.9855928232893552,KIN Perplexity Chatflow,Success,[False],[False],[True],"Investment Analysis, Corporate Finance",Neutral,False,False,True
6977015582,2026-04-21 11:34:00.656157,Bangkhen,Business Administration,Marketing,Staff,อาจารย์ / บุคลากร,Usage,Listen care theory performance. Brand Management,AI Response: Age buy body Republican cover Mrs arrive fly.,1275,6.003504659119967,Gemini DeepResearch v1,Success,[False],[False],[False],"Consumer Behavior, Digital Marketing, Brand Management",Neutral,False,False,False
6957960699,2026-04-21 12:26:32.656157,Bangkhen,Engineering,Mechanical Engineering,Student,ป.ตรี,Usage,Career who truth stuff almost. Thermodynamics,AI Response: Month field both item bit recent run accept executive leg gas reflect risk talk yeah.,1454,4.171719352389111,ChatGPT Chatflow for Education,Success,[False],[True],[False],"Thermodynamics, Machine Design, Fluid Mechanics",Neutral,False,True,False
6721809993,2026-04-21 12:56:42.656157,Bangkhen,Engineering,Civil Engineering,Student,ป.เอก,Usage,Culture team under give system nor step thing. Transportation Engineering,AI Response: Able teacher production white expect you try dinner again.,1971,4.666440813014097,ChatGPT Chatflow for Education,Success,[True],[False],[True],"Structural Analysis, Geotechnical Engineering, Transportation Engineering",Neutral,True,False,True
6881673707,2026-04-21 13:25:16.656157,Bangkhen,Science,Physics,Student,ป.ตรี,Usage,Movement my image story parent. Classical Mechanics,AI Response: First serious cup executive history before market build party speech turn possible month.,211,4.6711254893349095,ChatGPT Chatflow for Education,Success,[False],[False],[True],Quantum Physics,Neutral,False,False,True
6877716061,2026-04-21 13:33:10.656157,Sriracha,Science,Chemistry,Staff,อาจารย์ / บุคลากร,Top-up,Top-up,Top-up Success,1030,0.0,,Success,False,False,False,,Neutral,False,False,False
6684613055,2026-04-21 13:35:30.656157,Bangkhen,Science,Physics,Student,ป.ตรี,Usage,Fill economic prevent support region sing society police. Classical Mechanics,AI Response: Network before market trip interview oil thousand wall imagine deep reason company news event shoulder.,1589,8.112160948076177,ChatGPT Chatflow for Education,Success,[False],[True],[False],Quantum Physics,Positive,False,True,False
6689401884,2026-04-21 13:44:08.656157,Bangkhen,Business Administration,Accounting,Lecturer,อาจารย์ / บุคลากร,Usage,Plant consider task according require high. Taxation,AI Response: Mention civil before nothing free road single citizen always.,1997,5.402687096229494,KIN Perplexity Chatflow,Success,[True],[False],[False],"Taxation, Managerial Accounting",Positive,True,False,False
6820246210,2026-04-21 14:06:52.656157,Bangkhen,Business Administration,Accounting,Staff,อาจารย์ / บุคลากร,Usage,Identify try idea the trade able whether. Financial Accounting,AI Response: All reach per information finish commercial bag anything follow career board collection hundred left establish.,1430,4.209510525749407,ChatGPT Chatflow for Education,Success,[False],[False],[True],Taxation,Positive,False,False,True
6636257172,2026-04-21 14:41:34.656157,Kamphaeng Saen,Science,Mathematics,Student,ป.โท,Usage,Then line group expert four stand machine. Linear Algebra,AI Response: Everything scene figure maybe expert identify become those list instead miss ground within operation account.,285,9.068265129847417,Gemini DeepResearch v1,Success,[False],[False],[True],"Linear Algebra, Calculus",Neutral,False,False,True
6884247048,2026-04-21 15:03:16.656157,Bangkhen,Engineering,Mechanical Engineering,Student,ป.โท,Usage,Medical address pull about window girl last. Fluid Mechanics,AI Response: Role democratic him product believe leader watch police subject but for.,167,1.8471445597858904,KIN Perplexity Chatflow,Success,[True],[True],[True],"Machine Design, Fluid Mechanics",Neutral,True,True,True
6782572516,2026-04-21 15:25:23.656157,Kamphaeng Saen,Engineering,Computer Science,Faculty,อาจารย์ / บุคลากร,Top-up,Top-up,Top-up Success,4737,0.0,,Success,False,False,False,,Neutral,False,False,False
6885411413,2026-04-21 15:43:18.656157,Bangkhen,Engineering,Mechanical Engineering,Faculty,อาจารย์ / บุคลากร,Usage,Strategy identify edge detail throughout bar toward. Thermodynamics,AI Response: Loss hot skin good unit success enough throughout the throw person part reality.,218,9.27932470030334,KIN Perplexity Chatflow,Success,[True],[False],[False],"Machine Design, Fluid Mechanics",Neutral,True,False,False
6957600021,2026-04-21 16:05:18.656157,Kamphaeng Saen,Science,Physics,Student,ป.โท,Usage,Question speech develop whole vote. Classical Mechanics,AI Response: Than hand image would statement three just want look consumer Mrs vote throughout such.,440,7.573640463890124,ChatGPT Chatflow for Education,Success,[False],[False],[False],"Classical Mechanics, Electromagnetism, Quantum Physics",Positive,False,False,False
6623955775,2026-04-21 17:21:10.656157,Sriracha,Engineering,Civil Engineering,Student,ป.โท,Usage,Identify rate just get give three either. Transportation Engineering,AI Response: Store rule when would pick in drug sing own teach site magazine.,1566,4.954695636552978,Gemini DeepResearch v1,Success,[False],[False],[False],Geotechnical Engineering,Neutral,False,False,False
6712957553,2026-04-21 17:30:03.656157,Kamphaeng Saen,Engineering,Mechanical Engineering,Student,ป.เอก,Top-up,Top-up,Top-up Success,4572,0.0,,Success,False,False,False,,Neutral,False,False,False
6731282836,2026-04-21 18:01:25.656157,Sriracha,Business Administration,Marketing,Student,ป.โท,Usage,Sometimes able difference entire none. Digital Marketing,AI Response: Protect almost property floor decade medical item hour officer crime.,619,5.123187320903374,KIN Perplexity Chatflow,Success,[False],[False],[True],Digital Marketing,Positive,False,False,True
6921993873,2026-04-21 18:10:08.656157,Sriracha,Science,Physics,Staff,อาจารย์ / บุคลากร,Usage,Until at project which. Quantum Physics,AI Response: Large compare anything gas least young city five thought product young discussion.,1511,6.634608809506617,KIN Perplexity Chatflow,Success,[True],[False],[False],"Electromagnetism, Classical Mechanics, Quantum Physics",Neutral,True,False,False
6714314864,2026-04-21 18:45:20.656157,Bangkhen,Business Administration,Accounting,Faculty,อาจารย์ / บุคลากร,Top-up,Top-up,Top-up Success,1063,0.0,,Success,False,False,False,,Neutral,False,False,False
6714664648,2026-04-21 19:18:50.656157,Bangkhen,Science,Mathematics,Student,ป.ตรี,Usage,School center baby event. Statistics,AI Response: Quite story anyone fine make news physical.,217,3.980290223490472,ChatGPT Chatflow for Education,Success,[False],[False],[False],Linear Algebra,Negative,False,False,False
6960533034,2026-04-21 19:57:26.656157,Bangkhen,Engineering,Civil Engineering,Student,ป.ตรี,Usage,Road generation across anyone. Geotechnical Engineering,AI Response: Why player a experience relate course affect PM yes long past cultural.,1189,5.191936188818604,ChatGPT Chatflow for Education,Success,[False],[False],[True],"Transportation Engineering, Structural Analysis",Neutral,False,False,True
6858266371,2026-04-21 20:48:12.656157,Kamphaeng Saen,Business Administration,Marketing,Student,ป.โท,Usage,Mrs party whom reason maintain past. Brand Management,AI Response: Apply specific single effort from range finally citizen only fear training.,1675,2.2737309816071245,Gemini DeepResearch v1,Success,[False],[False],[True],Digital Marketing,Negative,False,False,True
6965086111,2026-04-21 21:06:08.656157,Sriracha,Science,Physics,Faculty,อาจารย์ / บุคลากร,Usage,Face agency trade teacher compare walk oil walk. Electromagnetism,AI Response: Line effect election purpose kitchen court program baby including seek.,10,9.803990304471366,Gemini DeepResearch v1,Success,[False],[False],[True],"Classical Mechanics, Quantum Physics, Electromagnetism",Neutral,False,False,True
6995700625,2026-04-21 21:19:56.656157,Kamphaeng Saen,Science,Physics,Student,ป.ตรี,Usage,Mind maybe task ability myself movie. Electromagnetism,AI Response: Teacher issue attention nearly with beyond without international dinner identify recent election.,1547,6.836805931618409,Gemini DeepResearch v1,Success,[False],[False],[False],Quantum Physics,Neutral,False,False,False
6946661982,2026-04-21 21:30:09.656157,Bangkhen,Engineering,Computer Science,Student,ป.ตรี,Usage,Middle serious may join drive. Data Structures,AI Response: Serious someone certainly wait street listen democratic modern guess amount successful itself strategy medical teacher mission.,1825,2.2368947913214448,ChatGPT Chatflow for Education,Success,[True],[False],[True],Data Structures,Negative,True,False,True
6687962543,2026-04-21 21:33:10.656157,Bangkhen,Engineering,Civil Engineering,Student,ป.เอก,Usage,We actually nor. Geotechnical Engineering,AI Response: Call process join not what reduce memory think child.,1478,4.7098439922739095,Gemini DeepResearch v1,Success,[False],[False],[False],"Geotechnical Engineering, Structural Analysis",Neutral,False,False,False
6768699227,2026-04-21 22:20:50.656157,Sriracha,Business Administration,Accounting,Student,ป.โท,Usage,Challenge couple explain. Managerial Accounting,AI Response: Guy evening customer modern consumer better laugh.,208,8.158914263194225,ChatGPT Chatflow for Education,Success,[False],[False],[True],"Financial Accounting, Managerial Accounting",Neutral,False,False,True
6925561505,2026-04-21 22:37:27.656157,Bangkhen,Engineering,Mechanical Engineering,Lecturer,อาจารย์ / บุคลากร,Usage,Thus her last ever born concern simple while. Thermodynamics,Error: AI processing failed.,10,2.62715283899396,ChatGPT Chatflow for Education,Failed,False,False,False,"Thermodynamics, Fluid Mechanics",Neutral,False,False,False
6861701513,2026-04-21 22:49:45.656157,Bangkhen,Engineering,Civil Engineering,Student,ป.ตรี,Usage,Sort tend what brother matter coach. Geotechnical Engineering,AI Response: Technology toward attention management play hold great.,1189,5.136225437796572,KIN Perplexity Chatflow,Success,[False],[True],[False],"Structural Analysis, Geotechnical Engineering, Transportation Engineering",Neutral,False,True,False
6881610478,2026-04-21 22:54:20.656157,Bangkhen,Business Administration,Marketing,Student,ป.โท,Usage,Front true must instead appear attorney no. Digital Marketing,AI Response: More community social you girl staff one quite head boy administration relationship loss.,968,7.9713581651798515,ChatGPT Chatflow for Education,Success,[False],[True],[True],"Brand Management, Consumer Behavior, Digital Marketing",Positive,False,True,True
6681747074,2026-04-21 23:23:18.656157,Bangkhen,Engineering,Mechanical Engineering,Student,ป.โท,Usage,Suggest the fact chair history inside. Thermodynamics,AI Response: Organization vote nor now must member especially almost TV nature radio own range chance else.,1326,5.239864638784118,ChatGPT Chatflow for Education,Success,[False],[False],[False],"Thermodynamics, Fluid Mechanics, Machine Design",Neutral,False,False,False
6638580096,2026-04-22 00:09:13.656157,Bangkhen,Engineering,Computer Science,Faculty,อาจารย์ / บุคลากร,Usage,Personal entire nearly wonder professional. Data Structures,AI Response: Gas my risk seat station prevent front son choose among that continue hotel kind evening.,1438,7.315042934568323,ChatGPT Chatflow for Education,Success,[False],[False],[False],"Algorithms, Data Structures, Python Programming",Positive,False,False,False
6775940942,2026-04-22 00:22:11.656157,Bangkhen,Business Administration,Finance,Staff,อาจารย์ / บุคลากร,Usage,Certainly house term Congress tough. Corporate Finance,Error: AI processing failed.,10,8.493830182590983,Gemini DeepResearch v1,Failed,False,False,False,Investment Analysis,Negative,False,False,False
